,PropertyLocation,TotalValue,RecordingDate,SQFTmain,Units,Bedrooms,Bathrooms,EffectiveYearBuilt,townhouse,pool,condo,pud,owned
227,10411 PARISE DR  WHITTIER CA  90604,$255380.00,20160721,2210,1,4,3,1982,no,no,no,no,no
228,14661 VIA POINTE DEL SOL  WHITTIER CA  90604,$193260.00,20160721,1269,1,2,2,1986,no,no,no,yes,no
229,14702 HAWES ST  WHITTIER CA  90604,$91080.00,20160729,980,1,2,1,1955,no,no,no,no,no
230,10914 THEIS AVE  WHITTIER CA  90604,$350340.00,20160722,1486,1,4,2,1956,no,no,no,no,no
231,14332 ALLEGAN ST  WHITTIER CA  90604,$286478.00,20160728,990,1,3,1,1954,no,no,no,no,no
232,14224 CLOSE ST  WHITTIER CA  90604,$460000.00,20160726,1651,1,3,2,1952,no,no,no,no,no
233,14179 CLOSE ST  WHITTIER CA  90604,$455238.00,20160729,1841,1,4,2,1958,no,no,no,no,no
234,13608 TRUMBALL ST  WHITTIER CA  90605,$452000.00,20160727,1208,1,3,2,1966,no,no,no,no,no
235,9621 CALMADA AVE  WHITTIER CA  90605,$125639.00,20160725,1089,1,3,1,1952,no,no,no,no,no
236,9655 CALMADA AVE  WHITTIER CA  90605,$66427.00,20160721,1089,1,3,1,1952,no,no,no,no,no
237,9046 OCEAN VIEW AVE  WHITTIER CA  90605,$276614.00,20160725,1271,1,3,2,1952,no,no,no,no,no
238,9030 OCEAN VIEW AVE  WHITTIER CA  90605,$479000.00,20160725,1360,1,2,2,1957,no,yes,no,no,no
239,14362 LA FORGE ST  WHITTIER CA  90603,$343963.00,20160727,1109,1,2,1,1950,no,no,no,no,no
240,14319 LA FORGE ST  WHITTIER CA  90603,$470000.00,20160729,1119,1,2,1,1950,no,no,no,no,no
241,8909 CALMADA AVE  WHITTIER CA  90605,$412000.00,20160722,806,1,2,1,1949,no,no,no,no,no
242,13983 LANNING DR  WHITTIER CA  90605,$449900.00,20160721,1173,1,3,1,1952,no,no,no,no,no
243,9000 AMSDELL AVE  WHITTIER CA  90605,$92519.00,20160727,1563,1,3,2,1954,no,no,no,no,no
244,9025 FIREBIRD AVE  WHITTIER CA  90605,$530000.00,20160725,2014,1,4,2,1962,no,no,no,no,no
245,8821 COACHMAN AVE  WHITTIER CA  90605,$380000.00,20160722,864,1,2,1,1950,no,no,no,no,no
246,12827 CULLEN ST  WHITTIER CA  90602,$70294.00,20160726,1569,1,4,2,1953,no,no,no,no,no
247,8602 BRIGHT AVE  WHITTIER CA  90602,$371795.00,20160729,810,1,2,1,1950,no,no,no,no,no
248,13214 HELMER DR  WHITTIER CA  90602,$131177.00,20160727,1026,1,3,1,1950,no,no,no,no,no
249,12802 SHREVE RD  WHITTIER CA  90602,$350000.00,20160725,528,1,1,1,1928,no,no,no,no,no
250,12808 SHREVE RD  WHITTIER CA  90602,$350000.00,20160725,861,1,2,1,1920,no,no,no,no,no
251,12713 MCGEE DR  WHITTIER CA  90602,$435000.00,20160722,993,1,3,1,1945,no,no,no,no,no
252,12636 LAMBERT RD  WHITTIER CA  90602,$372000.00,20160728,1017,1,3,1,1950,no,no,no,no,no
253,13012 SHREVE RD  WHITTIER CA  90602,$152873.00,20160725,1410,1,3,2,1968,no,no,no,no,no
254,13032 BARTON RD  SANTA FE SPRINGS CA  90605,$425000.00,20160727,1711,1,4,3,1957,no,no,no,no,no
255,9716 GREENLEAF AVE  WHITTIER CA  90605,$540000.00,20160728,1810,2,6,2,1958,no,no,no,no,no
256,13311 CAFFEL WAY  WHITTIER CA  90605,$440000.00,20160729,1422,1,3,2,1967,no,no,no,no,no
257,7614 SORENSEN AVE  WHITTIER CA  90606,$273809.00,20160725,2156,1,4,4,1976,no,no,no,no,no
258,12002 BALFOUR ST  WHITTIER CA  90606,$505000.00,20160722,1297,1,3,1,1953,no,yes,no,no,no
259,12029 REICHLING LN  WHITTIER CA  90606,$266206.00,20160725,1537,1,3,2,1997,no,no,no,no,no
260,11114 HADLEY ST  WHITTIER CA  90606,$262629.00,20160722,1063,1,3,1,1949,no,no,no,no,no
261,7710 DUCHESS DR  WHITTIER CA  90606,$502265.00,20160722,3468,4,8,4,1958,no,no,no,no,no
262,11161 ROSE HEDGE DR  WHITTIER CA  90606,$238879.00,20160729,1089,1,3,1,1950,no,no,no,no,no
263,11414 DICKY ST  WHITTIER CA  90606,$64743.00,20160721,1466,1,4,2,1948,no,no,no,no,no
264,7429 LYNALAN AVE  WHITTIER CA  90606,$489600.00,20160721,1621,1,3,2,1954,no,no,no,no,no
265,7515 LYNALAN AVE  WHITTIER CA  90606,$320130.00,20160728,1160,1,2,1,1951,no,no,no,no,no
266,6031 REDMAN AVE  WHITTIER CA  90606,$459805.00,20160728,2672,3,7,3,1965,no,no,no,no,no
267,10935 TOWNLEY DR  WHITTIER CA  90606,$429000.00,20160722,1030,1,3,1,1947,no,no,no,no,no
268,10841 GLENCANNON DR  WHITTIER CA  90606,$477000.00,20160729,1305,1,4,2,1947,no,no,no,no,no
269,7737 DANBY AVE  WHITTIER CA  90606,$350000.00,20160721,1149,1,3,1,1950,no,no,no,no,no
270,7403 CULLY AVE  WHITTIER CA  90606,$440000.00,20160721,1062,1,3,1,1949,no,no,no,no,no
271,10917 CHOISSER ST  WHITTIER CA  90606,$555000.00,20160727,2148,1,4,2,1960,no,no,no,no,no
272,8622 SHADYSIDE AVE  WHITTIER CA  90606,$68387.00,20160722,1418,1,4,2,1964,no,no,no,no,no
273,10504 POINCIANA ST  WHITTIER CA  90606,$275862.00,20160729,1014,1,3,1,1953,no,no,no,no,no
274,8354 BOER AVE  WHITTIER CA  90606,$372000.00,20160728,1028,1,3,1,1950,no,no,no,no,no
275,8403 FLALLON AVE  WHITTIER CA  90606,$450000.00,20160721,1269,1,4,2,1954,no,no,no,no,no
276,8415 MORRILL AVE  WHITTIER CA  90606,$440640.00,20160729,1269,1,4,2,1954,no,no,no,no,no
277,821 SUNKIST AVE  LA PUENTE CA  91746,$397933.00,20160728,1540,1,3,2,1965,no,no,no,no,no
278,"14438 AMAR RD, UNIT   G  LA PUENTE CA  91744",$150000.00,20160729,567,1,1,1,1960,no,no,yes,no,no
279,16322 SANTA BIANCA DR  HACIENDA HEIGHTS CA  91745,$675000.00,20160721,1883,1,4,2,1970,no,yes,no,no,no
280,401 S 4TH AVE  LA PUENTE CA  91746,$560000.00,20160729,480,1,1,1,1926,no,no,no,no,no
281,310 S 5TH AVE  LA PUENTE CA  91746,$355000.00,20160722,780,1,2,1,1953,no,no,no,no,no
282,604 REDBURN AVE  LA PUENTE CA  91746,$351729.00,20160729,1410,1,4,2,1962,no,yes,no,no,no
283,16515 FERN HAVEN RD  HACIENDA HEIGHTS CA  91745,$277542.00,20160729,2134,1,4,3,1971,no,no,no,no,no
284,1603 NACE PL  HACIENDA HEIGHTS CA  91745,$600000.00,20160729,1574,1,4,2,1971,no,no,no,no,no
285,16535 OLD FOREST RD  HACIENDA HEIGHTS CA  91745,$555000.00,20160726,1405,1,3,2,1972,no,yes,no,no,no
286,16522 WAIN PL  HACIENDA HEIGHTS CA  91745,$321657.00,20160727,1456,1,3,3,1987,no,no,yes,no,no
287,1923 COUNTRY CANYON RD  HACIENDA HEIGHTS CA  91745,$508980.00,20160725,1614,1,4,2,1973,no,no,no,no,no
288,16959 SHADYMEADOW DR  HACIENDA HEIGHTS CA  91745,$540000.00,20160729,1732,1,4,2,1965,no,yes,no,no,no
289,1545 MEADOW GLEN WAY  HACIENDA HEIGHTS CA  91745,$792182.00,20160727,2657,1,4,3,1972,no,yes,no,no,no
290,15147 NELSON AVE  LA PUENTE CA  91744,$412000.00,20160725,1067,1,3,1,1955,no,no,no,no,no
291,1905 OLD CANYON DR  HACIENDA HEIGHTS CA  91745,$785000.00,20160721,2317,1,4,3,1970,no,yes,no,no,no
292,14621 FLYNN ST  LA PUENTE CA  91744,$415000.00,20160729,943,1,3,1,1955,no,no,no,no,no
293,734 MELHAM AVE  LA PUENTE CA  91744,$248373.00,20160729,968,1,3,1,1954,no,no,no,no,no
294,839 ALDGATE AVE  LA PUENTE CA  91744,$390000.00,20160726,968,1,3,1,1954,no,no,no,no,no
295,15235 BECKNER ST  LA PUENTE CA  91744,$400000.00,20160725,1276,1,4,2,1959,no,no,no,no,no
296,15101 GALE AVE  LA PUENTE CA  91745,$399002.00,20160726,3146,2,6,5,1986,no,no,no,no,no
297,14879 ANSFORD ST  HACIENDA HEIGHTS CA  91745,$515000.00,20160721,1564,1,4,2,1957,no,no,no,no,no
298,15455 ROCHLEN ST  HACIENDA HEIGHTS CA  91745,$227911.00,20160722,1286,1,3,2,1955,no,no,no,no,no
299,15515 GARO ST  LA PUENTE CA  91745,$480409.00,20160722,1128,1,4,1,1956,no,no,no,no,no
300,1734 LARCHWOOD AVE  HACIENDA HEIGHTS CA  91745,$458165.00,20160722,1798,1,4,2,1969,no,no,no,no,no
301,14668 BINNEY ST  LA PUENTE CA  91745,$108280.00,20160728,1834,1,4,2,1961,no,no,no,no,no
302,2502 TERRY LYNN LN  HACIENDA HTS CA  91745,$830000.00,20160727,3030,1,4,3,1989,no,no,no,no,no
303,9006 COLIMA RD  WHITTIER CA  90605,$735000.00,20160726,2639,1,3,2,1951,no,yes,no,no,no
304,9626 EL BRASO DR  WHITTIER CA  90603,$281851.00,20160725,3389,1,5,5,1970,no,yes,no,no,no
305,15051 CULLEN ST  WHITTIER CA  90603,$535000.00,20160728,1485,1,3,2,1951,no,no,no,no,no
306,14954 CULLEN ST  WHITTIER CA  90603,$510000.00,20160728,1629,1,4,2,1953,no,no,no,no,no
307,10129 SCOTT AVE  WHITTIER CA  90603,$550000.00,20160728,1560,1,3,2,1920,no,no,no,no,no
308,10401 MEMPHIS AVE  WHITTIER CA  90604,$525000.00,20160721,1819,1,4,1,1959,no,yes,no,no,no
309,10552 MEMPHIS AVE  WHITTIER CA  90604,$475000.00,20160728,1159,1,3,1,1951,no,no,no,no,no
310,"15071 MULBERRY DR, 23  WHITTIER CA  90604",$355000.00,20160721,1310,1,3,3,1988,no,no,yes,no,no
311,14922 LINDHALL WAY  WHITTIER CA  90604,$400009.00,20160728,1404,1,2,2,1955,no,yes,no,no,no
312,14628 POULTER DR  WHITTIER CA  90604,$279651.00,20160726,1601,1,3,2,1960,no,no,no,no,no
313,14607 NATALIE DR  WHITTIER CA  90604,$465120.00,20160725,1456,1,3,2,1957,no,no,no,no,no
314,14732 NATALIE DR  WHITTIER CA  90604,$509000.00,20160727,1764,1,3,2,1959,no,no,no,no,no
315,11320 EDDERTON AVE  WHITTIER CA  90604,$438600.00,20160722,1144,1,3,2,1955,no,no,no,no,no
316,14837 LIGHT ST  WHITTIER CA  90604,$407383.00,20160721,1177,1,3,2,1962,no,no,no,no,no
317,14925 HORNELL ST  WHITTIER CA  90604,$142206.00,20160721,1641,1,3,2,1957,no,no,no,no,no
318,15070 FERNVIEW ST  WHITTIER CA  90604,$507175.00,20160729,2343,1,4,3,1955,no,yes,no,no,no
319,10382 WOODSTEAD AVE  WHITTIER CA  90603,$503000.00,20160722,1373,1,3,2,1955,no,no,no,no,no
320,16075 LANCET DR  WHITTIER CA  90603,$406000.00,20160721,1272,1,2,3,2012,no,no,yes,no,no
321,10452 ORIEL PASS  WHITTIER CA  90603,$485000.00,20160725,1524,1,3,3,2011,no,no,yes,no,no
322,10761 GROVELAND AVE  WHITTIER CA  90603,$461864.00,20160728,1329,1,3,2,1953,no,no,no,no,no
323,15806 CONOY RD  WHITTIER CA  90603,$514900.00,20160727,1290,1,2,2,1954,no,no,no,no,no
324,10617 MOLLYKNOLL AVE  WHITTIER CA  90603,$510000.00,20160728,1449,1,3,2,1954,no,no,no,no,no
325,10740 JORDAN RD  WHITTIER CA  90603,$447131.00,20160726,3979,1,4,3,1967,no,yes,no,no,no
326,10138 COSTA GLEN AVE  WHITTIER CA  90603,$452000.00,20160729,1193,1,3,2,1954,no,no,no,no,no
327,928 WEST RD  LA HABRA HEIGHTS CA  90631,$650000.00,20160722,1758,1,3,2,1959,no,no,no,no,no
328,9942 CORELLA AVE  WHITTIER CA  90603,$650000.00,20160728,1880,1,3,2,1957,no,no,no,no,no
329,263 W AVOCADO CREST RD  LA HABRA HEIGHTS CA  90631,$683519.00,20160726,2551,1,4,3,1971,no,no,no,no,no
330,1276 N WALNUT ST  LA HABRA HEIGHTS CA  90631,$860000.00,20160722,3045,1,4,3,1966,no,no,no,no,no
331,3141 ALLENTON AVE  LA PUENTE CA  91745,$351191.00,20160725,1600,1,4,2,1961,no,yes,no,no,no
332,3151 PUNTA DEL ESTE DR  HACIENDA HEIGHTS CA  91745,$487930.00,20160722,2114,1,4,2,1969,no,no,no,no,no
333,3035 RIO LEMPA DR  HACIENDA HEIGHTS CA  91745,$111912.00,20160722,1876,1,3,2,1974,no,no,no,no,no
334,216 N 2ND ST  LA PUENTE CA  91744,$164173.00,20160728,1014,1,2,1,1934,no,no,no,no,no
335,16629 WITZMAN DR  LA PUENTE CA  91744,$373000.00,20160729,1141,1,3,2,1956,no,no,no,no,no
336,703 VANDERWELL AVE  LA PUENTE CA  91744,$338000.00,20160729,1141,1,3,2,1957,no,no,no,no,no
337,16808 SAMGERRY DR  LA PUENTE CA  91744,$230387.00,20160728,1080,1,3,2,1958,no,no,no,no,no
338,718 GALECREST AVE  VALINDA CA  91744,$426000.00,20160729,1099,1,3,2,1958,no,no,no,no,no
339,614 GREYCLIFF AVE  LA PUENTE CA  91744,$405000.00,20160721,998,1,3,1,1954,no,no,no,no,no
340,15642 MULVANE ST  LA PUENTE CA  91744,$244036.00,20160728,1216,1,4,2,1957,no,yes,no,no,no
341,614 MOLINAR AVE  LA PUENTE CA  91744,$259463.00,20160729,1765,1,5,3,1965,no,no,no,no,no
342,15615 MULVANE ST  LA PUENTE CA  91744,$404700.00,20160721,1075,1,3,2,1957,no,no,no,no,no
343,1734 LOS PADRES DR  ROWLAND HEIGHTS CA  91748,$560000.00,20160721,1658,1,5,3,1973,no,no,no,no,no
344,18504 LOS MACHOS DR  LA PUENTE CA  91748,$665000.00,20160726,2216,1,5,4,1981,no,no,no,no,no
345,18603 MESCAL ST  ROWLAND HEIGHTS CA  91748,$485000.00,20160726,1329,1,3,2,1962,no,yes,no,no,no
346,15919 ALWOOD ST  LA PUENTE CA  91744,$403920.00,20160728,1157,1,3,1,1951,no,no,no,no,no
347,1615 N STIMSON AVE  LA PUENTE CA  91744,$443000.00,20160725,1275,1,3,1,1957,no,no,no,no,no
348,18602 MARIMBA ST  ROWLAND HEIGHTS CA  91748,$450000.00,20160726,1420,1,3,2,1961,no,no,no,no,no
349,2651 RECINTO AVE  ROWLAND HEIGHTS CA  91748,$828000.00,20160726,2204,1,3,3,2009,no,no,no,no,no
350,16947 MILLSTONE DR  LA PUENTE CA  91744,$435000.00,20160729,1420,1,4,2,1956,no,no,no,no,no
351,668 HARMSWORTH AVE  LA PUENTE CA  91744,$375000.00,20160727,1204,1,4,2,1954,no,no,no,no,no
352,16806 MAIN ST  LA PUENTE CA  91744,$208363.00,20160727,1014,1,3,1,1956,no,no,no,no,no
353,16985 SALAIS ST  LA PUENTE CA  91744,$413000.00,20160729,1332,1,5,2,1957,no,no,no,no,no
354,17824 CONTRA COSTA DR  ROWLAND HEIGHTS CA  91748,$645000.00,20160729,2151,1,4,2,1970,no,no,no,no,no
355,1822 VIA ENTRADA  ROWLAND HEIGHTS CA  91748,$865000.00,20160722,3126,1,4,3,1980,no,no,no,no,no
356,18515 MARIMBA ST  ROWLAND HEIGHTS CA  91748,$252889.00,20160722,1423,1,4,2,1965,no,no,no,no,no
357,18314 SUBIDO ST  ROWLAND HEIGHTS CA  91748,$233718.00,20160729,1616,1,4,2,1962,no,no,no,no,no
358,2722 CARLTON PL  ROWLAND HEIGHTS CA  91748,$1018797.00,20160721,4072,1,5,5,1996,no,yes,no,no,no
359,20128 PORTSIDE DR  WALNUT CA  91789,$433986.00,20160726,2796,1,4,3,1987,no,yes,no,no,no
360,3069 BLANDFORD DR  ROWLAND HEIGHTS CA  91748,$269845.00,20160729,1658,1,3,2,1975,no,no,no,no,no
361,2435 JOEL DR  ROWLAND HEIGHTS CA  91748,$930000.00,20160729,2992,1,5,3,1988,no,yes,no,no,no
362,2386 ROUTH DR  ROWLAND HEIGHTS CA  91748,$1175132.00,20160722,3433,1,4,3,1997,no,no,no,no,no
363,"18124 COLIMA RD, NO 3  ROWLAND HEIGHTS CA  91748",$270000.00,20160728,836,1,2,1,1971,no,no,yes,no,no
364,19359 ANDRADA DR  ROWLAND HEIGHTS CA  91748,$600000.00,20160721,1602,1,5,2,1966,no,no,no,no,no
365,1802 VALENCIA ST  ROWLAND HEIGHTS CA  91748,$577000.00,20160721,1588,1,4,2,1966,no,no,no,no,no
366,2202 ARCDALE AVE  ROWLAND HEIGHTS CA  91748,$675000.00,20160726,2344,1,4,3,1981,no,yes,no,no,no
367,597 PINTO MESA DR  DIAMOND BAR CA  91765,$569450.00,20160721,1908,1,3,3,1967,no,no,no,no,no
368,23845 CHINOOK PL  DIAMOND BAR CA  91765,$480184.00,20160729,3166,1,4,3,1980,no,no,no,no,no
369,220 BENICIA RD  DIAMOND BAR CA  91765,$510435.00,20160725,1792,1,3,2,1962,no,no,no,no,no
370,419 CARPIO DR  DIAMOND BAR CA  91765,$111438.00,20160721,1649,1,4,2,1966,no,yes,no,no,no
371,"23617 GOLDEN SPRINGS DR, NO K-9  DIAMOND BAR CA  91765",$213078.00,20160728,768,1,1,1,1975,no,no,yes,no,no
372,2530 SUNBRIGHT DR  DIAMOND BAR CA  91765,$217500.00,20160728,1300,1,3,2,1962,no,no,no,no,no
373,21304 LASSO DR  DIAMOND BAR CA  91765,$669900.00,20160729,1776,1,3,2,1962,no,no,no,no,no
374,,$61511.00,20160722,0,0,0,0,0,no,no,no,no,no
375,3243 CANAL POINT RD  HACIENDA HEIGHTS CA  91745,$780000.00,20160728,2601,1,4,3,1973,no,yes,no,no,no
376,3334 HEATHER FIELD DR  HACIENDA HEIGHTS CA  91745,$655000.00,20160727,1781,1,3,2,1978,no,no,no,no,no
377,2815 LA BONITA DR  HACIENDA HEIGHTS CA  91745,$542696.00,20160728,2498,1,4,3,1985,no,yes,no,no,no
378,15405 SUNSET RIDGE LN  HACIENDA HEIGHTS CA  91745,$450939.00,20160728,2046,1,3,3,1976,no,no,no,yes,no
379,21910 PAINT BRUSH LN  DIAMOND BAR CA  91765,$840000.00,20160722,2268,1,3,3,1977,no,no,no,no,no
380,1954 LOS CERROS DR  DIAMOND BAR CA  91765,$586500.00,20160727,1472,1,4,2,1962,no,no,no,no,no
381,2039 TIERRA LOMA DR  DIAMOND BAR CA  91765,$753000.00,20160722,2468,1,5,3,1964,no,yes,no,no,no
382,2236 SHADY HILLS DR  DIAMOND BAR CA  91765,$329900.00,20160726,878,1,2,2,1972,no,no,yes,no,no
383,2234 SHADY HILLS DR  DIAMOND BAR CA  91765,$321517.00,20160726,1038,1,3,2,1972,no,no,yes,no,no
384,1736 LEANING PINE DR  DIAMOND BAR CA  91765,$768000.00,20160729,2334,1,4,3,1977,no,yes,no,no,no
385,1783 CLIFFBRANCH DR  DIAMOND BAR CA  91765,$750000.00,20160729,2304,1,4,3,1977,no,no,no,no,no
386,"23010 PASEO DE TERRADO, NO 1  DIAMOND BAR CA  91765",$555000.00,20160729,1640,1,3,3,1986,no,no,yes,no,no
387,1454 SPRUCE TREE DR  DIAMOND BAR CA  91765,$837500.00,20160722,2165,1,4,3,1973,no,no,no,no,no
388,22608 BIRDS EYE DR  DIAMOND BAR CA  91765,$587765.00,20160728,2447,1,5,3,1973,no,yes,no,no,no
389,1652 ANO NUEVO DR  DIAMOND BAR CA  91765,$588580.00,20160727,1817,1,3,3,1978,no,no,no,no,no
390,1801 ACACIA HILL RD  DIAMOND BAR CA  91765,$585019.00,20160728,1889,1,4,2,1968,no,no,no,no,no
391,1505 MAPLE HILL RD  DIAMOND BAR CA  91765,$521626.00,20160729,2083,1,4,3,1977,no,yes,no,no,no
392,"22902 COLOMBARD LN, 3  DIAMOND BAR CA  91765",$525400.00,20160728,1468,1,3,3,1988,no,no,yes,no,no
393,3126 GOTERA DR  HACIENDA HEIGHTS CA  91745,$676000.00,20160727,2065,1,4,2,1974,no,no,no,no,no
394,"17060 COLIMA RD, NO 244  HACIENDA HEIGHTS CA  91745",$288000.00,20160726,812,1,2,1,1979,no,no,no,no,no
395,4165 LA JUNTA DR  CLAREMONT CA  91711,$488178.00,20160725,1410,1,3,2,1957,no,yes,no,no,no
396,4144 TENANGO RD  CLAREMONT CA  91711,$615000.00,20160726,1633,1,3,2,1960,no,yes,no,no,no
397,4154 LA JUNTA DR  CLAREMONT CA  91711,$524122.00,20160727,2128,1,4,3,1956,no,no,no,no,no
398,1939 CHAPMAN RD  CLAREMONT CA  91711,$337546.00,20160722,1804,1,4,2,1964,no,no,no,no,no
399,1546 LYNOAK DR  CLAREMONT CA  91711,$574019.00,20160727,2050,1,4,3,1956,no,yes,no,no,no
400,"3636 SUMNER AVE, UNIT 214  POMONA CA  91767",$209000.00,20160722,857,1,1,1,1979,no,no,yes,no,no
401,1674 LONGWOOD AVE  CLAREMONT CA  91711,$621180.00,20160725,1510,1,4,2,1962,no,yes,no,no,no
402,704 WINDHAM DR  CLAREMONT CA  91711,$530000.00,20160722,1375,1,3,2,1977,no,no,no,yes,no
403,544 W 10TH ST  CLAREMONT CA  91711,$626280.00,20160729,2993,1,4,4,1938,no,no,no,no,no
404,755 BAYLOR AVE  CLAREMONT CA  91711,$454410.00,20160722,3806,5,6,5,1954,no,no,no,no,no
405,765 BAYLOR AVE  CLAREMONT CA  91711,$1000122.00,20160722,7624,11,0,0,1955,no,no,no,no,no
406,3305 CAMPUS AVE  CLAREMONT CA  91711,$602000.00,20160728,1529,1,3,2,1955,no,yes,no,no,no
407,1181 WHITMAN AVE  CLAREMONT CA  91711,$96807.00,20160727,1884,1,3,2,1959,no,yes,no,no,no
408,873 BUTTE ST  CLAREMONT CA  91711,$658000.00,20160722,1752,1,3,2,1995,no,no,no,no,no
409,"960 E BONITA AVE, UNIT 9  POMONA CA  91767",$205000.00,20160721,680,1,1,1,1979,no,no,yes,no,no
410,"960 E BONITA AVE, UNIT 119  POMONA CA  91767",$205000.00,20160728,680,1,1,1,1979,no,no,yes,no,no
411,142 MARYWOOD AVE  CLAREMONT CA  91711,$372000.00,20160724,1508,1,3,2,1964,no,no,no,yes,no
412,848 W BONITA AVE  CLAREMONT CA  91711,$8450436.00,20160721,51586,61,2,62,1961,no,yes,no,no,no
413,417 E GREEN ST  CLAREMONT CA  91711,$495000.00,20160727,1164,1,3,1,1947,no,no,no,no,no
414,310 SPRINGFIELD ST  CLAREMONT CA  91711,$436000.00,20160729,1174,1,3,2,1952,no,no,no,no,no
415,412 WESTPOINT DR  CLAREMONT CA  91711,$550000.00,20160722,1584,1,4,2,1960,no,no,no,no,no
416,333 DE PAUL RD  CLAREMONT CA  91711,$545000.00,20160721,1936,1,3,2,1952,no,no,no,no,no
417,2423 VALHALLA ST  POMONA CA  91767,$355000.00,20160728,1028,1,3,1,1957,no,no,no,no,no
418,2325 MOUNTAIN AVE  POMONA CA  91767,$220000.00,20160728,1142,1,4,2,1956,no,no,no,no,no
419,946 ASBURY AVE  POMONA CA  91767,$242458.00,20160729,1142,1,4,2,1955,no,no,no,no,no
420,1894 PALMGROVE AVE  POMONA CA  91767,$35225.00,20160722,1188,1,3,1,1955,no,no,no,no,no
421,851 JAMES PL  POMONA CA  91767,$240039.00,20160729,1127,1,3,2,1954,no,no,no,no,no
422,1736 MARTELLO ST  POMONA CA  91767,$254646.00,20160722,1668,1,4,2,1964,no,yes,no,no,no
423,1769 APPLETON WAY  POMONA CA  91767,$228500.00,20160729,1036,1,2,2,1968,no,no,no,yes,no
424,1131 E COLUMBIA AVE  POMONA CA  91767,$390000.00,20160725,1402,1,3,2,1956,no,no,no,no,no
425,1820 INDIAN HILL BLVD  POMONA CA  91767,$327000.00,20160729,1042,1,3,1,1952,no,no,no,no,no
426,1694 AMERICAN AVE  POMONA CA  91767,$339000.00,20160726,924,1,2,1,1955,no,no,no,no,no
427,1640 BALDY VIEW AVE  POMONA CA  91767,$340000.00,20160727,1014,1,3,1,1953,no,no,no,no,no
428,1514 COLLEGE AVE  POMONA CA  91767,$273744.00,20160722,1014,1,3,1,1952,no,no,no,no,no
429,1164 E KINGSLEY AVE  POMONA CA  91767,$148304.00,20160728,1170,1,2,2,1953,no,no,no,no,no
430,687 N SIGNAL DR  POMONA CA  91767,$263366.00,20160725,1792,1,4,4,1966,no,no,no,no,no
431,1050 HIBISCUS CT  POMONA CA  91766,$479000.00,20160722,2299,1,4,3,1997,no,no,no,yes,no
432,"1575 S RESERVOIR ST, NO     F  POMONA CA  91766",$235000.00,20160728,1231,1,2,3,1989,no,no,yes,no,no
433,1729 LOCKWOOD LN  POMONA CA  91766,$289504.00,20160721,1486,1,3,3,1995,no,no,no,yes,no
434,400 E PHILLIPS BLVD  POMONA CA  91766,$2300000.00,20160726,14132,16,32,16,1963,no,no,no,no,no
435,1134 HUNT AVE  POMONA CA  91766,$73602.00,20160722,1240,1,4,2,1970,no,no,no,no,no
436,1005 AIRSHIRE LN  POMONA CA  91766,$410000.00,20160728,1317,1,3,2,1963,no,no,no,no,no
437,1004 PHILADELPHIA ST  POMONA CA  91766,$328300.00,20160727,1091,1,3,1,1947,no,no,no,no,no
438,721 LEATHER OAK LN  POMONA CA  91766,$561000.00,20160729,2639,1,4,3,2015,no,no,no,yes,no
439,"2488 ANGELA ST, #A-D  POMONA CA  91766",$288930.00,20160727,3818,4,8,5,1963,no,no,no,no,no
440,359 E PHILLIPS BLVD  POMONA CA  91766,$166853.00,20160728,1592,1,3,3,1992,no,no,yes,no,no
441,768 E 6TH ST  POMONA CA  91766,$378000.00,20160726,1842,2,5,2,1930,no,no,no,no,no
442,237 E 6TH ST  POMONA CA  91766,$189394.00,20160729,1198,1,3,1,1930,no,no,no,no,no
443,325 LINCOLN AVE  POMONA CA  91767,$465000.00,20160722,2232,1,3,1,1918,no,yes,no,no,no
444,207 LINCOLN AVE  POMONA CA  91767,$660000.00,20160722,2514,1,4,3,1935,no,yes,no,no,no
445,164 W ORANGE GROVE AVE  POMONA CA  91768,$320000.00,20160721,1322,1,2,1,1938,no,no,no,no,no
446,661 W 4TH ST  POMONA CA  91766,$400000.00,20160728,2746,4,6,4,1951,no,no,no,no,no
447,472 W 8TH ST  POMONA CA  91766,$150895.00,20160727,1002,1,3,1,1926,no,no,no,no,no
448,880 W 7TH ST  POMONA CA  91766,$43249.00,20160726,2032,2,4,2,1960,no,no,no,no,no
449,744 W 11TH ST  POMONA CA  91766,$402000.00,20160728,1608,2,5,2,1957,no,no,no,no,no
450,1440 S HUNTINGTON ST  POMONA CA  91766,$500000.00,20160729,1790,1,3,2,1948,no,no,no,no,no
451,2384 GENEVA ST  POMONA CA  91766,$379200.00,20160721,1554,1,4,2,1999,no,no,no,no,no
452,1145 W 3RD ST  POMONA CA  91766,$63385.00,20160722,1236,1,3,2,1954,no,no,no,no,no
453,1615 VEJAR ST  POMONA CA  91766,$256908.00,20160725,1159,1,3,1,1947,no,no,no,no,no
454,1671 MESERVE ST  POMONA CA  91766,$347200.00,20160729,1145,1,3,1,1947,no,no,no,no,no
455,1557 W 9TH ST  POMONA CA  91766,$365000.00,20160725,1146,1,3,1,1948,no,yes,no,no,no
456,1225 W 6TH ST  POMONA CA  91766,$300000.00,20160728,1265,1,3,2,1940,no,no,no,no,no
457,742 S MYRTLE AVE  POMONA CA  91766,$297100.00,20160721,896,1,2,1,1940,no,no,no,no,no
