,ZIPcode5,PropertyLocation,TotalValue,SQFTmain,Bedrooms,Bathrooms,EffectiveYearBuilt,rowID,RecordingDate,house_type,pool,coordinates
1759,90650,11933 KENNEY ST  NORWALK CA  90650,$200374.00,744,2,1,1949,20178015008031,2016-06-29,house,no,"(33.928236069999997, -118.07845466000001)"
1765,90650,11856 LOS ALISOS CIR  NORWALK CA  90650,$297187.00,1366,2,2,1983,20178015014059,2016-06-01,pud,no,"(33.927685259999997, -118.08072765999999)"
1795,90650,11404 BOMBARDIER AVE  NORWALK CA  90650,$289726.00,969,3,1,1949,20178015031014,2016-06-24,house,no,"(33.927915779999999, -118.07511879)"
1806,90650,11809 BOMBARDIER AVE  NORWALK CA  90650,$376380.00,768,2,1,1949,20178015036023,2016-06-01,house,no,"(33.924356330000002, -118.07583290000001)"
1811,90650,11918 TINA ST  NORWALK CA  90650,$372300.00,744,2,1,1949,20178015038015,2016-06-01,house,no,"(33.925614279999998, -118.07824883000001)"
1867,90650,11909 PIONEER BLVD  NORWALK CA  90650,$914956.00,30240,71,48,1960,20178016028018,2016-06-20,house,no,"(33.922914970000001, -118.08227823)"
1892,90650,11417 CRESSON ST  NORWALK CA  90650,$387600.00,884,3,1,1952,20178018001019,2016-06-07,house,no,"(33.929457339999999, -118.08990824)"
1918,90650,11437 BEATY AVE  NORWALK CA  90650,$448800.00,1246,4,2,1968,20178018015015,2016-06-09,house,no,"(33.9255, -118.08924983999999)"
1919,90650,11463 BEATY AVE  NORWALK CA  90650,$41564.00,1230,3,2,1955,20178018016005,2016-06-10,house,no,"(33.9254976, -118.08834385999999)"
1937,90650,11230 BENFIELD AVE  NORWALK CA  90650,$41987.00,995,3,1,1954,20178019012008,2016-06-17,house,no,"(33.931104939999997, -118.09803321)"
1945,90650,11431 BENFIELD AVE  NORWALK CA  90650,$50640.00,1490,3,1,1953,20178019014016,2016-06-20,house,no,"(33.928336350000002, -118.09854962999999)"
1953,90650,11331 ELMCROFT AVE  NORWALK CA  90650,$489600.00,1530,3,1,1952,20178019017023,2016-06-28,house,no,"(33.929392600000007, -118.09602139)"
1962,90650,11229 CRESSON ST  NORWALK CA  90650,$408000.00,1057,3,1,1950,20178019021017,2016-06-29,house,no,"(33.929631970000003, -118.09389815)"
1965,90650,11318 LAKELAND RD  NORWALK CA  90650,$390809.00,1707,4,2,1955,20178019024010,2016-06-30,house,no,"(33.930917549999997, -118.09221869)"
1974,90650,11339 LAKELAND RD  NORWALK CA  90650,$419398.00,1281,3,1,1950,20178019026018,2016-06-30,house,no,"(33.931468330000001, -118.09156183)"
1977,90241,11257 CECILIA ST  DOWNEY CA  90241,$361763.00,1051,3,1,1952,20178019028011,2016-06-23,house,no,"(33.932237350000001, -118.09287531)"
1984,90241,11223 MULLER ST  DOWNEY CA  90241,$476850.00,1315,3,1,1961,20178019031020,2016-06-02,house,no,"(33.933625929999998, -118.09403994)"
2003,90650,10825 LAKELAND RD  NORWALK CA  90650,$349739.00,986,3,1,1952,20178020013011,2016-06-10,house,no,"(33.931490539999999, -118.10231748)"
2008,90241,11016 LEIBACHER AVE  DOWNEY CA  90241,$57829.00,1481,3,2,1955,20178020016022,2016-06-08,house,no,"(33.933146239999999, -118.10181812)"
2019,90650,12252 DEL RIO CT  NORWALK CA  90650,$308416.00,1961,4,3,1999,20178021007015,2016-06-17,pud,no,"(33.920617679999999, -118.11101480000001)"
2024,90650,10634 SOLO ST  NORWALK CA  90650,$247629.00,1605,3,2,1964,20178021018008,2016-06-29,house,no,"(33.921289080000001, -118.10670449999999)"
2034,90650,12120 NORDESTA DR  NORWALK CA  90650,$469200.00,1444,4,2,1957,20178021031018,2016-06-09,house,no,"(33.921901030000001, -118.10965926999999)"
2039,90650,10513 LEEDS ST  NORWALK CA  90650,$121884.00,960,3,1,1953,20178021034016,2016-06-23,house,no,"(33.918289219999998, -118.10866891000001)"
2040,90650,10429 LEEDS ST  NORWALK CA  90650,$456960.00,1610,4,2,1965,20178021034019,2016-06-13,house,no,"(33.91828847, -118.10919982999999)"
2047,90650,10410 SOLO ST  NORWALK CA  90650,$260802.00,1130,3,1,1955,20178021037017,2016-06-08,house,no,"(33.921541869999999, -118.10952971)"
2080,90650,11201 HERCULES ST  NORWALK CA  90650,$233040.00,1263,3,1,1952,20178022012015,2016-06-28,house,no,"(33.925271459999998, -118.09459563999999)"
2083,90650,11619 RINGWOOD AVE  NORWALK CA  90650,$349133.00,1390,4,2,1955,20178022013004,2016-06-07,house,no,"(33.926647469999999, -118.09268809)"
2092,90650,11339 BAYLA ST  NORWALK CA  90650,$426360.00,1426,4,1,1956,20178022016011,2016-06-28,house,no,"(33.927882850000003, -118.09147084999999)"
2103,90650,12006 RINGWOOD AVE  NORWALK CA  90650,$535500.00,1902,3,3,1970,20178022019008,2016-06-10,house,no,"(33.921749179999999, -118.09536006)"
2116,90650,11378 HERCULES ST  NORWALK CA  90650,$433500.00,1038,3,1,1951,20178022024021,2016-06-08,house,no,"(33.922860839999998, -118.09075249999999)"
2131,90650,12127 GRIDLEY RD  NORWALK CA  90650,$217120.00,1058,3,1,1952,20178022030001,2016-06-27,house,no,"(33.920573560000001, -118.09163761000001)"
2155,90650,12139 JERSEY AVE  NORWALK CA  90650,$289057.00,1068,3,1,1957,20178023005030,2016-06-02,house,yes,"(33.920895049999999, -118.08641417)"
2156,90650,12306 ORR AND DAY RD  NORWALK CA  90650,$474300.00,1505,3,2,1960,20178023006005,2016-06-30,house,no,"(33.919671909999998, -118.090255)"
2157,90650,12202 ORR AND DAY RD  NORWALK CA  90650,$116670.00,1068,3,1,1951,20178023006011,2016-06-27,house,no,"(33.920563870000002, -118.09025770000001)"
2164,90650,"12434 ORR AND DAY RD, UNIT  42  NORWALK CA  90650",$306000.00,1093,2,2,1984,20178023008059,2016-06-23,condo,no,"(33.918324550000001, -118.08994096000001)"
2170,90650,12512 ROSETON AVE  NORWALK CA  90650,$46849.00,1136,3,1,1955,20178023012010,2016-06-30,house,no,"(33.917718229999998, -118.08764143000001)"
2175,90650,12203 JERSEY AVE  NORWALK CA  90650,$514000.00,2084,5,3,1965,20178023013022,2016-06-27,house,no,"(33.920573769999997, -118.08641023)"
2197,90650,12049 CYCLOPS ST  NORWALK CA  90650,$333333.00,1038,3,2,1952,20178024003007,2016-06-20,house,no,"(33.922487599999997, -118.07573209)"
2210,90650,12115 JUNO AVE  NORWALK CA  90650,$192596.00,1088,3,2,1952,20178024008016,2016-06-28,house,no,"(33.921221959999997, -118.07570391)"
2227,90650,11869 GEM ST  NORWALK CA  90650,$461550.00,1405,3,2,1977,20178024013024,2016-06-06,house,no,"(33.922411400000001, -118.07938473)"
2268,90650,12303 SPRY ST  NORWALK CA  90650,$433500.00,1205,3,2,1955,20178025017001,2016-06-16,house,no,"(33.920038089999998, -118.07050237)"
2322,90605,11513 PAINTER AVE  WHITTIER CA  90605,$357000.00,1008,3,1,1956,20178026016030,2016-06-29,house,no,"(33.926824910000001, -118.05353264999999)"
2331,90605,11902 SHOEMAKER AVE  WHITTIER CA  90605,$319216.00,1080,3,1,1951,20178026021006,2016-06-08,house,no,"(33.923410570000001, -118.05465780999999)"
2341,90605,11909 LAUREL AVE  WHITTIER CA  90605,$191357.00,1008,3,1,1967,20178026025028,2016-06-14,house,no,"(33.923356320000003, -118.05003168)"
2348,90605,11811 LOUIS AVE  WHITTIER CA  90605,$156576.00,779,2,1,1954,20178026027033,2016-06-15,house,no,"(33.924124560000003, -118.04842164999999)"
2364,90605,12224 LAUREL AVE  WHITTIER CA  90605,$335499.00,948,2,2,1930,20178026031009,2016-06-22,house,no,"(33.920243130000003, -118.04887418)"
2384,90605,11713 NEWGATE AVE  WHITTIER CA  90605,$242855.00,859,3,1,1952,20178028001019,2016-06-13,house,no,"(33.925298920000003, -118.04054649)"
2388,90605,13495 MEYER RD  WHITTIER CA  90605,$347820.00,750,2,1,1950,20178028005010,2016-06-01,house,no,"(33.923946049999998, -118.04384281)"
2389,90605,11539 MINA AVE  WHITTIER CA  90605,$479400.00,1757,3,2,1972,20178028006006,2016-06-23,house,no,"(33.92580152, -118.04521112)"
2392,90605,12001 INEZ ST  WHITTIER CA  90605,$653499.00,1355,3,2,1956,20178028007028,2016-06-30,house,no,"(33.922880739999997, -118.0450017)"
2432,90605,13616 BUSBY DR  WHITTIER CA  90605,$320400.00,2084,4,3,1976,20178028020018,2016-06-23,house,yes,"(33.917405719999998, -118.04155217)"
2435,90605,13722 PLACID DR  WHITTIER CA  90605,$205007.00,1111,3,1,1955,20178028022005,2016-06-20,house,no,"(33.91824141, -118.03950157)"
2476,90605,11025 LELAND AVE  WHITTIER CA  90605,$367448.00,1456,3,2,1994,20178029018024,2016-06-03,house,no,"(33.930933379999999, -118.04260742)"
2482,90605,11229 TELECHRON AVE  WHITTIER CA  90605,$433500.00,854,3,1,1953,20178029021010,2016-06-10,house,yes,"(33.929038210000002, -118.03969055)"
2540,90604,11443 STARLIGHT AVE  WHITTIER CA  90604,$236100.00,1176,3,2,1953,20178030017002,2016-06-22,house,no,"(33.92746133, -118.03028144)"
2553,90604,11617 SUNNYBROOK LN  WHITTIER CA  90604,$291298.00,1297,4,3,1956,20178030020030,2016-06-08,house,no,"(33.926424789999999, -118.03416464999999)"
2554,90604,14191 SYRACUSE DR  WHITTIER CA  90604,$446658.00,1784,3,2,1971,20178030021001,2016-06-08,house,no,"(33.927166200000002, -118.02944462000001)"
2561,90605,11618 MARQUARDT AVE  WHITTIER CA  90605,$147196.00,825,3,1,1953,20178030027018,2016-06-01,house,no,"(33.925736559999997, -118.03821124)"
2564,90605,11523 MARQUARDT AVE  WHITTIER CA  90605,$138638.00,1623,4,2,1973,20178030029011,2016-06-16,house,no,"(33.926533130000003, -118.03876074999999)"
2565,90605,11606 RAMSEY DR  WHITTIER CA  90605,$408000.00,825,3,1,1953,20178030029027,2016-06-08,house,no,"(33.92645753, -118.03806391000001)"
2592,90604,13921 LEFFINGWELL RD  WHITTIER CA  90604,$1683000.00,6257,16,16,1987,20178031004047,2016-06-22,house,no,"(33.921972050000001, -118.03440294000001)"
2596,90605,13841 CREWE ST  WHITTIER CA  90605,$387600.00,875,2,1,1958,20178031006062,2016-06-23,house,no,"(33.92289632, -118.03714517)"
2611,90604,13921 MEYER RD  WHITTIER CA  90604,$397800.00,884,2,1,1947,20178031010010,2016-06-15,house,no,"(33.918540270000001, -118.03470254)"
2617,90604,14149 CHERE DR  WHITTIER CA  90604,$57192.00,1222,3,2,1954,20178031015002,2016-06-02,house,no,"(33.920200010000002, -118.02964136999999)"
2664,90604,12009 EDDERTON AVE  WHITTIER CA  90604,$224045.00,1045,3,1,1954,20178032004007,2016-06-23,house,no,"(33.921166450000001, -118.02330677)"
2666,90604,14510 TEDFORD DR  WHITTIER CA  90604,$324677.00,1111,3,1,1954,20178032004019,2016-06-15,house,no,"(33.922387090000001, -118.02350300000001)"
2701,90638,12139 GOLDENDALE DR  LA MIRADA CA  90638,$484500.00,1174,3,2,1959,20178033004021,2016-06-30,house,no,"(33.919139170000001, -118.01474036)"
2710,90638,12020 GOLDENDALE DR  LA MIRADA CA  90638,$497760.00,1114,3,1,1956,20178033009007,2016-06-22,house,no,"(33.920825880000002, -118.01581732)"
2712,90638,12028 SINGLETON DR  LA MIRADA CA  90638,$508980.00,1375,3,2,1958,20178033010017,2016-06-21,house,no,"(33.921273329999998, -118.01428518)"
2735,90638,12329 BRISTOL DR  LA MIRADA CA  90638,$892500.00,2736,4,2,1964,20178034003048,2016-06-23,house,yes,"(33.917776359999998, -118.00015993)"
2736,90638,12404 OCASO AVE  LA MIRADA CA  90638,$836400.00,2617,3,3,1971,20178034005001,2016-06-22,house,yes,"(33.917916839999997, -118.00347982)"
2737,90638,15310 CRESTALOMA LN  LA MIRADA CA  90638,$122898.00,1997,3,3,1961,20178034005015,2016-06-02,house,no,"(33.918318110000001, -118.00375007)"
2756,90638,15239 MCCANN PL  LA MIRADA CA  90638,$378788.00,1085,3,2,1956,20178034014017,2016-06-24,house,no,"(33.923123670000003, -118.0056812)"
2760,90638,12107 LOS REYES AVE  LA MIRADA CA  90638,$591498.00,1578,3,2,1965,20178034016025,2016-06-10,house,no,"(33.920173299999995, -118.0067269)"
2764,90638,12138 LOS COYOTES AVE  LA MIRADA CA  90638,$661980.00,2037,5,3,1959,20178034016039,2016-06-24,house,no,"(33.91968284, -118.00835910000001)"
2769,90638,15318 LORETTA DR  LA MIRADA CA  90638,$226135.00,1620,3,2,1961,20178034018040,2016-06-30,house,no,"(33.920663670000003, -118.00542402000001)"
2795,90638,12038 MAYES DR  LA MIRADA CA  90638,$530400.00,1478,3,2,1964,20178034025026,2016-06-03,house,no,"(33.921848299999994, -117.99633534)"
2797,90638,15444 LORETTA DR  LA MIRADA CA  90638,$637500.00,1653,3,3,1961,20178034027040,2016-06-03,house,no,"(33.921660199999998, -118.001426)"
2813,90604,15923 HILLGATE DR  WHITTIER CA  90604,$90541.00,1437,4,2,1962,20178035001002,2016-06-28,house,yes,"(33.92405231, -117.99210797000001)"
2818,90604,16079 AMBER VALLEY DR  WHITTIER CA  90604,$510000.00,1314,3,2,1960,20178035002031,2016-06-24,house,no,"(33.923910849999999, -117.98859993000001)"
2843,90604,16162 AMBER VALLEY DR  WHITTIER CA  90604,$80435.00,1373,3,2,1960,20178035010028,2016-06-09,house,no,"(33.92430306, -117.98631652)"
2848,90604,12129 GROVELAND AVE  WHITTIER CA  90604,$205180.00,1419,4,2,1961,20178035013005,2016-06-29,house,yes,"(33.920663899999994, -117.98776164)"
2876,90604,16247 AMBER VALLEY DR  WHITTIER CA  90604,$470027.00,1260,3,2,1961,20178036004011,2016-06-13,house,no,"(33.924857660000001, -117.98383192)"
2880,90604,11528 ELMHILL DR  WHITTIER CA  90604,$435724.00,1437,4,2,1961,20178036005030,2016-06-06,house,no,"(33.927149489999998, -117.98143476)"
2884,90604,11533 FIRESIDE DR  WHITTIER CA  90604,$449958.00,1437,4,2,1961,20178036006006,2016-06-02,house,no,"(33.92699674, -117.98095469)"
2887,90604,16406 RICHVALE DR  WHITTIER CA  90604,$276900.00,1710,3,2,1961,20178036007009,2016-06-28,house,no,"(33.92742921, -117.98016349)"
2901,90604,11927 POUNDS AVE  WHITTIER CA  90604,$556920.00,1427,4,2,1963,20178036014009,2016-06-02,house,yes,"(33.92261912, -117.98009093)"
2907,90604,11903 TIGRINA AVE  WHITTIER CA  90604,$538000.00,1260,3,2,1963,20178036015015,2016-06-28,house,yes,"(33.923257370000002, -117.98104159)"
2911,90604,16229 SILVERGROVE DR  WHITTIER CA  90604,$266094.00,1483,3,2,1963,20178036017018,2016-06-06,house,yes,"(33.920263599999998, -117.98449003)"
2916,90604,16269 RED COACH LN  WHITTIER CA  90604,$518000.00,1414,3,2,1962,20178036019005,2016-06-20,house,no,"(33.918803930000003, -117.98308444)"
2918,90604,12218 CULLMAN AVE  WHITTIER CA  90604,$510000.00,1581,4,2,1963,20178036019023,2016-06-03,house,yes,"(33.919490250000003, -117.98373392000001)"
2921,90604,12419 CULLMAN AVE  WHITTIER CA  90604,$133989.00,1568,3,3,1967,20178036021006,2016-06-30,house,no,"(33.918006640000002, -117.98424928)"
2924,90604,16242 PLACID DR  WHITTIER CA  90604,$283809.00,1738,3,2,1966,20178036022016,2016-06-29,house,no,"(33.917613899999999, -117.98407511000001)"
2974,90638,12725 FIRST AVE  LA MIRADA CA  90638,$220497.00,1522,3,2,1961,20178037007012,2016-06-22,house,no,"(33.91559839, -117.98583137)"
2988,90638,12846 LARRYLYN DR  LA MIRADA CA  90638,$384673.00,2252,5,3,1972,20178037011003,2016-06-01,house,no,"(33.914219610000004, -117.97880632)"
2996,90638,16348 GRAYVILLE DR  LA MIRADA CA  90638,$596700.00,1896,3,2,1962,20178037013021,2016-06-24,house,no,"(33.916290519999997, -117.98159348)"
3001,90638,16148 AVENIDA SAN MIGUEL  LA MIRADA CA  90638,$556208.00,2451,4,3,1989,20178037014041,2016-06-22,pud,no,"(33.914067989999999, -117.98640179)"
3008,90638,16032 SUMMERSHADE DR  LA MIRADA CA  90638,$197296.00,1410,3,2,1959,20178037016030,2016-06-09,house,no,"(33.913997780000003, -117.98959696999999)"
3015,90638,16311 ALPINE PL  LA MIRADA CA  90638,$867000.00,2917,4,3,1996,20178037022063,2016-06-21,pud,no,"(33.908631, -117.98367489)"
3032,90638,"13640 LA JOLLA CIR, APT 000F  LA MIRADA CA  90638",$337110.00,1081,2,2,1973,20178037024109,2016-06-24,condo,no,"(33.90695496, -117.99325068)"
3039,90638,"13504 LA JOLLA CIR, APT 000D  LA MIRADA CA  90638",$405960.00,1269,2,2,1975,20178037025032,2016-06-07,condo,no,"(33.90849017, -117.99230823000001)"
3041,90638,13556 LA JOLLA CIR  LA MIRADA CA  90638,$320760.00,1067,2,2,1975,20178037025056,2016-06-15,condo,no,"(33.90849017, -117.99230823000001)"
3047,90638,"13501 AVENIDA SANTA TECLA, #211G  LA MIRADA CA  90638",$338640.00,1025,2,2,1975,20178037025082,2016-06-24,condo,no,"(33.90849017, -117.99230823000001)"
3048,90638,"13202 LA JOLLA CIR, UNIT   B  LA MIRADA CA  90638",$304515.00,1081,2,2,1977,20178037026018,2016-06-27,condo,no,"(33.91008721, -117.99191883)"
3053,90638,"13116 LA JOLLA CIR, UNIT   A  LA MIRADA CA  90638",$341628.00,1071,2,2,1977,20178037026044,2016-06-08,condo,no,"(33.91008721, -117.99191883)"
3054,90638,"13121 AVENIDA SANTA TECLA, UNIT   C  LA MIRADA CA  90638",$389640.00,1091,2,2,1977,20178037026058,2016-06-10,condo,no,"(33.91008721, -117.99191883)"
3059,90638,"13915 RIO HONDO CIR, NO A  LA MIRADA CA  90638",$402900.00,1071,2,2,1985,20178037027049,2016-06-13,condo,no,"(33.905249990000002, -117.99354691000001)"
3063,90638,14126 LA GLORIA ST  LA MIRADA CA  90638,$252506.00,1919,4,3,1978,20178037028017,2016-06-24,pud,no,"(33.903005919999998, -117.99128109999999)"
3065,90638,14119 SAN JOAQUIN ST  LA MIRADA CA  90638,$788000.00,2505,4,3,1977,20178037028031,2016-06-08,pud,no,"(33.903214339999998, -117.99001226999999)"
3070,90638,"15933 ALTA VISTA DR, 606B  LA MIRADA CA  90638",$94580.00,1155,2,2,1981,20178037031038,2016-06-28,condo,no,"(33.90717652, -117.98900992)"
3077,90638,15937 LAS PALMERAS AVE  LA MIRADA CA  90638,$695640.00,2583,4,3,1978,20178037033011,2016-06-17,pud,no,"(33.904878199999999, -117.99031177000001)"
3084,90638,"15957 ALTA VISTA DR, UNIT   C  LA MIRADA CA  90638",$41986.00,1093,2,2,1980,20178037033062,2016-06-15,condo,no,"(33.905369909999997, -117.99021003)"
3086,90638,"15949 ALTA VISTA DR, UNIT   D  LA MIRADA CA  90638",$433500.00,1264,3,2,1980,20178037033079,2016-06-28,condo,no,"(33.905369909999997, -117.99021003)"
3092,90638,"15915 ALTA VISTA DR, NO 704 C  LA MIRADA CA  90638",$397800.00,1155,2,2,1984,20178037034017,2016-06-08,condo,no,"(33.909144509999997, -117.98982809)"
3096,90638,16057 AVENIDA SAN MIGUEL  LA MIRADA CA  90638,$369092.00,2447,5,4,1986,20178037035035,2016-06-29,pud,no,"(33.913635579999998, -117.98903084)"
3109,90638,16306 MCGILL RD  LA MIRADA CA  90638,$731513.00,2891,5,3,1991,20178037039023,2016-06-30,pud,no,"(33.91269114, -117.98137567000001)"
3126,90638,16117 PROMONTORY PL  LA MIRADA CA  90638,$495757.00,2171,4,3,1990,20178037043038,2016-06-01,pud,no,"(33.911803759999998, -117.98583124)"
3175,90638,13502 MEGANWOOD PL  LA MIRADA CA  90638,$867000.00,2734,4,3,1997,20178037048032,2016-06-14,pud,no,"(33.907038989999997, -117.98598873)"
3196,90638,13602 CEDAR CREEK CT  LA MIRADA CA  90638,$648720.00,1706,3,3,1997,20178037051075,2016-06-16,condo,no,"(33.909021850000002, -117.98014606)"
3199,90638,13608 SAND CREEK CT  LA MIRADA CA  90638,$598740.00,1461,3,3,1997,20178037051093,2016-06-22,condo,no,"(33.907251780000003, -117.98135685)"
3211,90638,13912 VISIONS DR  LA MIRADA CA  90638,$329168.00,1577,3,3,1999,20178037053021,2016-06-30,pud,no,"(33.905314230000002, -117.98113523000001)"
3214,90638,14231 VISIONS DR  LA MIRADA CA  90638,$664000.00,1803,4,3,1999,20178037054001,2016-06-16,pud,no,"(33.902913599999998, -117.98462800999999)"
3223,90638,13933 FRANCISCO DR  LA MIRADA CA  90638,$602744.00,2600,4,3,2002,20178037057001,2016-06-06,pud,no,"(33.904732090000003, -117.98011461)"
3235,90638,12635 OCASO AVE  LA MIRADA CA  90638,$715020.00,2339,3,3,1966,20178038002015,2016-06-27,house,no,"(33.915562540000003, -118.00346675999999)"
3244,90638,13215 OCASO AVE  LA MIRADA CA  90638,$668100.00,2181,4,3,1975,20178038013046,2016-06-27,pud,no,"(33.910967900000003, -118.00460989)"
3249,90638,13550 FONSECA AVE  LA MIRADA CA  90638,$489600.00,1576,3,3,1958,20178038015016,2016-06-15,house,no,"(33.908121870000002, -118.01096226)"
3256,90638,13345 FONSECA AVE  LA MIRADA CA  90638,$540600.00,1196,3,2,1959,20178038017011,2016-06-13,house,no,"(33.909739809999998, -118.01144313)"
3257,90638,15109 VALEDA DR  LA MIRADA CA  90638,$311199.00,1496,3,2,1959,20178038020002,2016-06-20,house,no,"(33.912814040000001, -118.00948209000001)"
3268,90638,15129 ALOE DR  LA MIRADA CA  90638,$413961.00,1316,3,2,1960,20178038025018,2016-06-28,house,no,"(33.913294780000001, -118.0087341)"
3284,90638,15503 GROVEHILL LN  LA MIRADA CA  90638,$164098.00,3099,5,3,1975,20178038031012,2016-06-01,pud,no,"(33.914798439999998, -118.00052205)"
3292,90638,15657 YELLOWBROOK LN  LA MIRADA CA  90638,$719100.00,2143,4,3,1974,20178038033020,2016-06-27,pud,no,"(33.915332679999999, -117.99778587)"
3305,90638,13010 OCASO AVE  LA MIRADA CA  90638,$92001.00,1960,3,2,1958,20178038035034,2016-06-30,house,no,"(33.911792949999999, -118.00291901999999)"
3310,90604,15843 WILMAGLEN DR  WHITTIER CA  90604,$509898.00,1150,3,1,1954,20178039001053,2016-06-30,house,no,"(33.92970133, -117.99202028000001)"
3325,90604,15928 NORCREST DR  WHITTIER CA  90604,$489600.00,1419,3,2,1958,20178039005016,2016-06-14,house,no,"(33.930504470000002, -117.99078873000001)"
3331,90604,15954 MILVERN DR  WHITTIER CA  90604,$76842.00,1419,3,2,1958,20178039007024,2016-06-10,house,no,"(33.930759989999999, -117.98957387)"
3339,90604,11429 GROVEDALE DR  WHITTIER CA  90604,$528450.00,1353,3,2,1959,20178039008032,2016-06-01,house,yes,"(33.929094249999999, -117.98838811)"
3348,90604,16063 RICHVALE DR  WHITTIER CA  90604,$400016.00,2117,5,4,1975,20178039010033,2016-06-07,house,yes,"(33.928075720000002, -117.98853661)"
3375,90604,11747 MOLLYKNOLL AVE  WHITTIER CA  90604,$504900.00,1318,3,2,1961,20178039017038,2016-06-30,house,no,"(33.925712709999999, -117.99101059)"
3381,90604,11643 TIDWELL AVE  WHITTIER CA  90604,$561000.00,1617,3,2,1963,20178039018029,2016-06-07,house,yes,"(33.926501200000004, -117.99288475)"
3412,90604,11810 LA CIMA DR  WHITTIER CA  90604,$561000.00,1618,3,2,1972,20178040013041,2016-06-21,house,no,"(33.925419580000003, -118.00021626)"
3429,90604,15647 RICHVALE DR  WHITTIER CA  90604,$550698.00,1318,3,2,1961,20178040021005,2016-06-08,house,no,"(33.926660830000003, -117.99551162)"
3438,90638,14778 VALEDA DR  LA MIRADA CA  90638,$532950.00,2028,5,3,1958,20178041005019,2016-06-16,house,no,"(33.912613520000001, -118.01691107000001)"
